"id";"qid";"lang";"source";"Remarks";"Dclt"
1685;134;"C";"/**
 * Note: The returned array must be malloced, 
assume caller calls free().
 */
double* twoSum(int n, int* returnSize){
 
}";"";"2020-03-25 15:18:00"
1686;134;"Scala";"object Solution {
    def twoSum(n: Int): Array[Double] = {
 
    }
}";"";"2020-03-25 15:18:00"
1687;134;"Go";"func twoSum(n int) []float64 {
 
}";"";"2020-03-25 15:18:00"
1688;134;"Kotlin";"class Solution {
    fun twoSum(n: Int): DoubleArray {
 
    }
}";"";"2020-03-25 15:18:00"
1689;134;"Python3";"class Solution:
    def twoSum(self, n: int) -> List[float]:";"";"2020-03-25 15:18:00"
1690;134;"JavaScript";"/**
 * @param {number} n
 * @return {number[]}
 */
var twoSum = function(n) {
 
};";"";"2020-03-25 15:18:00"
1691;134;"PHP";"class Solution {
 
    /**
     * @param Integer $n
     * @return Float[]
     */
    function twoSum($n) {
 
    }
}";"";"2020-03-25 15:18:00"
1692;134;"Swift";"class Solution {
    func twoSum(_ n: Int) -> [Double] {
 
    }
}";"";"2020-03-25 15:18:00"
1693;134;"Ruby";"# @param {Integer} n
# @return {Float[]}
def two_sum(n)
 
end";"";"2020-03-25 15:18:00"
1694;134;"Python";"class Solution(object):
    def twoSum(self, n):
        """"""
        :type n: int
        :rtype: List[float]
        """"""";"";"2020-03-25 15:18:00"
1695;135;"C#";"public class Solution {
    public bool CarPooling(int[][] trips, int 
capacity) {
 
    }
}";"";"2020-03-25 15:18:00"
1696;135;"Java";"class Solution {
    public boolean carPooling(int[][] trips, int 
capacity) {
 
    }
}";"";"2020-03-25 15:18:00"
1697;135;"Rust";"impl Solution {
    pub fn car_pooling(trips: Vec<Vec<i32>>, 
capacity: i32) -> bool {
        
    }
}";"";"2020-03-25 15:18:00"
1698;135;"C";"bool carPooling(int** trips, int tripsSize, int* 
tripsColSize, int capacity){
 
}";"";"2020-03-25 15:18:00"
1699;135;"Scala";"object Solution {
    def carPooling(trips: Array[Array[Int]], 
capacity: Int): Boolean = {
 
    }
}";"";"2020-03-25 15:18:00"
1700;135;"Go";"func carPooling(trips [][]int, capacity int) bool {
 
}";"";"2020-03-25 15:18:00"
1701;135;"Kotlin";"class Solution {
    fun carPooling(trips: Array<IntArray>, 
capacity: Int): Boolean {
 
    }
}";"";"2020-03-25 15:18:00"
1702;135;"Python3";"class Solution:
    def carPooling(self, trips: List[List[int]], 
capacity: int) -> bool:";"";"2020-03-25 15:18:00"
1703;135;"JavaScript";"/**
 * @param {number[][]} trips
 * @param {number} capacity
 * @return {boolean}
 */
var carPooling = function(trips, capacity) {
 
};";"";"2020-03-25 15:18:00"
1704;135;"PHP";"class Solution {
 
    /**
     * @param Integer[][] $trips
     * @param Integer $capacity
     * @return Boolean
     */
    function carPooling($trips, $capacity) {
        
    }
}";"";"2020-03-25 15:18:00"
1705;135;"Swift";"class Solution {
    func carPooling(_ trips: [[Int]], _ capacity: 
Int) -> Bool {
        
    }
}";"";"2020-03-25 15:18:00"
1706;135;"Ruby";"# @param {Integer[][]} trips
# @param {Integer} capacity
# @return {Boolean}
def car_pooling(trips, capacity)
 
end";"";"2020-03-25 15:18:00"
1707;135;"Python";"class Solution(object):
    def carPooling(self, trips, capacity):
        """"""
        :type trips: List[List[int]]
        :type capacity: int
        :rtype: bool
        """"""";"";"2020-03-25 15:18:00"
1708;136;"C#";"public class Solution {
    public bool BuddyStrings(string A, string B) {
 
    }
}";"";"2020-03-25 15:18:00"
1709;136;"Java";"class Solution {
    public boolean buddyStrings(String A, String B) 
{
 
    }
}";"";"2020-03-25 15:18:00"
1710;136;"Rust";"impl Solution {
    pub fn buddy_strings(a: String, b: String) -> 
bool {
        
    }
}";"";"2020-03-25 15:18:00"
1711;136;"C";"bool buddyStrings(char * A, char * B){
 
}";"";"2020-03-25 15:18:00"
1712;136;"Scala";"object Solution {
    def buddyStrings(A: String, B: String): Boolean 
= {
 
    }
}";"";"2020-03-25 15:18:00"
1713;136;"Go";"func buddyStrings(A string, B string) bool {
 
}";"";"2020-03-25 15:18:00"
1714;136;"Kotlin";"class Solution {
    fun buddyStrings(A: String, B: String): Boolean 
{
 
    }
}";"";"2020-03-25 15:18:00"
1715;136;"Python3";"class Solution:
    def buddyStrings(self, A: str, B: str) -> bool:";"";"2020-03-25 15:18:00"
1716;136;"JavaScript";"/**
 * @param {string} A
 * @param {string} B
 * @return {boolean}
 */
var buddyStrings = function(A, B) {
 
};";"";"2020-03-25 15:18:00"
1717;136;"PHP";"class Solution {";"";"2020-03-25 15:18:00"
1718;136;"Swift";"class Solution {
    func buddyStrings(_ A: String, _ B: String) -> 
Bool {
        
    }
}";"";"2020-03-25 15:18:00"
1719;136;"Ruby";"# @param {String} a
# @param {String} b
# @return {Boolean}
def buddy_strings(a, b)
 
end";"";"2020-03-25 15:18:00"
1720;136;"Python";"class Solution(object):
    def buddyStrings(self, A, B):
        """"""
        :type A: str
        :type B: str
        :rtype: bool
        """"""";"";"2020-03-25 15:18:00"
1721;137;"C#";"public class Solution {
    public string RemoveDuplicates(string s, int k) 
{
 
    }
}";"";"2020-03-25 15:18:00"
1722;137;"Java";"class Solution {
    public String removeDuplicates(String s, int k) 
{
 
    }
}";"";"2020-03-25 15:18:00"
1723;137;"C";"char * removeDuplicates(char * s, int k){
 
}";"";"2020-03-25 15:18:00"
1724;137;"Rust";"impl Solution {
    pub fn remove_duplicates(s: String, k: i32) -> 
String {
 
    }
}";"";"2020-03-25 15:18:00"
1725;137;"Scala";"object Solution {
    def removeDuplicates(s: String, k: Int): String 
= {
 
    }
}";"";"2020-03-25 15:18:00"
1726;137;"Go";"func removeDuplicates(s string, k int) string {
 
}";"";"2020-03-25 15:18:00"
1727;137;"Kotlin";"class Solution {
    fun removeDuplicates(s: String, k: Int): String 
{
 
    }
}";"";"2020-03-25 15:18:00"
1728;137;"Python3";"class Solution:
    def removeDuplicates(self, s: str, k: int) -> 
str:";"";"2020-03-25 15:18:00"
1729;137;"JavaScript";"/**
 * @param {string} s
 * @param {number} k
 * @return {string}
 */
var removeDuplicates = function(s, k) {
 
};";"";"2020-03-25 15:18:00"
1730;137;"PHP";"class Solution {
 
    /**
     * @param String $s
     * @param Integer $k
     * @return String
     */
    function removeDuplicates($s, $k) {
 
    }
}";"";"2020-03-25 15:18:00"
1731;137;"Swift";"class Solution {
    func removeDuplicates(_ s: String, _ k: Int) -> 
String {
 
    }
}";"";"2020-03-25 15:18:00"
1732;137;"Ruby";"# @param {String} s
# @param {Integer} k
# @return {String}
def remove_duplicates(s, k)
 
end";"";"2020-03-25 15:18:00"
1733;137;"Python";"class Solution(object):
    def removeDuplicates(self, s, k):
        """"""
        :type s: str
        :type k: int
        :rtype: str
        """"""";"";"2020-03-25 15:18:00"
1734;138;"C#";"public class Solution {
    public int TallestBillboard(int[] rods) {
 
    }
}";"";"2020-03-25 15:18:00"
1735;138;"Java";"class Solution {
    public int tallestBillboard(int[] rods) {
 
    }
}";"";"2020-03-25 15:18:00"
1736;138;"Rust";"impl Solution {
    pub fn tallest_billboard(rods: Vec<i32>) -> i32 
{
        
    }
}";"";"2020-03-25 15:18:00"
1737;138;"C";"int tallestBillboard(int* rods, int rodsSize){
 
}";"";"2020-03-25 15:18:00"
1738;138;"Scala";"object Solution {
    def tallestBillboard(rods: Array[Int]): Int = {
 
    }
}";"";"2020-03-25 15:18:00"
1739;138;"Go";"func tallestBillboard(rods []int) int {
 
}";"";"2020-03-25 15:18:00"
1740;138;"Kotlin";"class Solution {
    fun tallestBillboard(rods: IntArray): Int {
 
    }
}";"";"2020-03-25 15:18:00"
1741;138;"Python3";"class Solution:
    def tallestBillboard(self, rods: List[int]) -> 
int:";"";"2020-03-25 15:18:00"
1742;138;"JavaScript";"/**
 * @param {number[]} rods
 * @return {number}
 */
var tallestBillboard = function(rods) {
 
};";"";"2020-03-25 15:18:00"
1743;138;"PHP";"class Solution {";"";"2020-03-25 15:18:00"
1744;138;"Swift";"class Solution {
    func tallestBillboard(_ rods: [Int]) -> Int {
        
    }
}";"";"2020-03-25 15:18:00"
1745;138;"Ruby";"# @param {Integer[]} rods
# @return {Integer}
def tallest_billboard(rods)
 
end";"";"2020-03-25 15:18:00"
1746;138;"Python";"class Solution(object):
    def tallestBillboard(self, rods):
        """"""
        :type rods: List[int]
        :rtype: int
        """"""";"";"2020-03-25 15:18:00"
1747;139;"C#";"public class Solution {
    public int FlipLights(int n, int m) {
 
    }
}";"";"2020-03-25 15:18:00"
1748;139;"Java";"class Solution {
    public int flipLights(int n, int m) {
 
    }
}";"";"2020-03-25 15:18:00"
1749;139;"Rust";"impl Solution {
    pub fn flip_lights(n: i32, m: i32) -> i32 {
        
    }
}";"";"2020-03-25 15:18:00"
1750;139;"C";"int flipLights(int n, int m){
 
}";"";"2020-03-25 15:18:00"
1751;139;"Scala";"object Solution {
    def flipLights(n: Int, m: Int): Int = {
 
    }
}";"";"2020-03-25 15:18:00"
1752;139;"Go";"func flipLights(n int, m int) int {
 
}";"";"2020-03-25 15:18:00"
1753;139;"Kotlin";"class Solution {
    fun flipLights(n: Int, m: Int): Int {
 
    }
}";"";"2020-03-25 15:18:00"
1754;139;"Python3";"class Solution:
    def flipLights(self, n: int, m: int) -> int:";"";"2020-03-25 15:18:00"
1755;139;"JavaScript";"/**
 * @param {number} n
 * @param {number} m
 * @return {number}
 */
var flipLights = function(n, m) {
 
};";"";"2020-03-25 15:18:00"
1756;139;"PHP";"class Solution {
 
    /**
     * @param Integer $n
     * @param Integer $m
     * @return Integer
     */
    function flipLights($n, $m) {
        
    }
}";"";"2020-03-25 15:18:00"
1757;139;"Swift";"class Solution {
    func flipLights(_ n: Int, _ m: Int) -> Int {
        
    }
}";"";"2020-03-25 15:18:00"
1758;139;"Ruby";"# @param {Integer} n
# @param {Integer} m
# @return {Integer}
def flip_lights(n, m)
 
end";"";"2020-03-25 15:18:00"
1759;139;"Python";"class Solution(object):
    def flipLights(self, n, m):
        """"""
        :type n: int
        :type m: int
        :rtype: int
        """"""";"";"2020-03-25 15:18:00"
1760;140;"C#";"public class Solution {
    public int[] KWeakestRows(int[][] mat, int k) {
        
    }
}";"";"2020-03-25 15:18:00"
1761;140;"Java";"class Solution {
    public int[] kWeakestRows(int[][] mat, int k) {
 
    }
}";"";"2020-03-25 15:18:00"
1762;140;"C";"/**
 * Note: The returned array must be malloced, 
assume caller calls free().
 */
int* kWeakestRows(int** mat, int matSize, int* 
matColSize, int k, int* returnSize){
 
}";"";"2020-03-25 15:18:00"
1763;140;"Rust";"impl Solution {
    pub fn k_weakest_rows(mat: Vec<Vec<i32>>, k: 
i32) -> Vec<i32> {
 
    }
}";"";"2020-03-25 15:18:00"
1764;140;"Scala";"object Solution {
    def kWeakestRows(mat: Array[Array[Int]], k: Int)
: Array[Int] = {
 
    }
}";"";"2020-03-25 15:18:00"
1765;140;"Go";"func kWeakestRows(mat [][]int, k int) []int {
 
}";"";"2020-03-25 15:18:00"
1766;140;"Kotlin";"class Solution {
    fun kWeakestRows(mat: Array<IntArray>, k: Int): 
IntArray {
 
    }
}";"";"2020-03-25 15:18:00"
1767;140;"Python3";"class Solution:
    def kWeakestRows(self, mat: List[List[int]], k: 
int) -> List[int]:";"";"2020-03-25 15:18:00"
1768;140;"JavaScript";"/**
 * @param {number[][]} mat
 * @param {number} k
 * @return {number[]}
 */
var kWeakestRows = function(mat, k) {
    
};";"";"2020-03-25 15:18:00"
